Language_Name,Lexeme,Meaning,Cognate_Set,Latitude,Longitude,Subfamily
Pite Saami,jedna,sound_noise,a,66.4011,17.4261,Saami
North Saami,jietna,sound_noise,a,68.725,22.1113,Saami
Inari Saami,jiena,sound_noise,a,69.4229,27.8658,Saami
Inari Saami,pááhu,sound_noise,q,69.4229,27.8658,Saami
Skolt Saami,jiõnn,sound_noise,a,68.8326,29.7204,Saami
Kildin Saami,joaff,sound_noise,l,68.2158,35.8348,Saami
Standard Finnish,ääni,sound_noise,a,64.7628,25.5577,Finnic
Karelian Proper,eäni,sound_noise,a,65.1691,30.8655,Finnic
Veps,kulund,sound_noise,b,60.3353,34.7865,Finnic
Ingrian,ǟni,sound_noise,a,59.47403,29.71145,Finnic
Western Votic,ǟni,sound_noise,a,NA,NA,Finnic
Western Votic,elinᴇ,sound_noise,c,NA,NA,Finnic
Standard Estonian,hääl,sound_noise,c,58.55,25.82,Finnic
Võro South Estonian,helü,sound_noise,c,57.85,27,Finnic
Courland Livonian,ēlʹ ~ ȫlʹ,sound_noise,c,NA,NA,Finnic
Erzya,gajtʹ,sound_noise,d,52.8548,45.3901,Mordvin
Erzya,vajgelʹ,sound_noise,e,52.8548,45.3901,Mordvin
Meadow Mari,jük,sound_noise,i,55.8307,48.405,Mari
Komi-Zyrian,ge̮le̮s,sound_noise,g,64.0527,54.946,Permic
Komi-Zyrian,ši̮,sound_noise,f,64.0527,54.946,Permic
Komi-Permyak,ši̮,sound_noise,f,59.6602,54.7959,Permic
Udmurt,kwara,sound_noise,j,56.12921,52.63548,Permic
Hungarian,hang,sound_noise,h,46.9068585714,19.6555271429,Ugric
Sosva Mansi,suj,sound_noise,k,NA,NA,Ugric
Sosva Mansi,χalʹ,sound_noise,m,NA,NA,Ugric
Vakh-Vasyugan Khanty,sö̆j,sound_noise,k,60.10378,79.873651,Ugric
Nganasan,dʹelʹi,sound_noise,s,73.1354,86.2106,Samoyed
Nganasan,saü,sound_noise,p,73.1354,86.2106,Samoyed
Tundra Nenets,múh,sound_noise,n,66.1775,71.0234,Samoyed
Selkup,ćaru,sound_noise,o,65.7035,82.4441,Samoyed
Selkup,sǖmə,sound_noise,p,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],stab,?,NA,NA,(reconstr.)
South Saami,baskedh,stab,b,62.8801,13.7006,Saami
South Saami,bestedh,stab,a,62.8801,13.7006,Saami
Ume Saami,sàggòhtit,stab,h,64.6383,18.646,Saami
Ume Saami,tjuagˈgoot,stab,e,64.6383,18.646,Saami
Pite Saami,båskådit,stab,b,66.4011,17.4261,Saami
Pite Saami,tjugget,stab,e,66.4011,17.4261,Saami
North Saami,cáhkit,stab,f,68.725,22.1113,Saami
North Saami,čugget,stab,e,68.725,22.1113,Saami
Inari Saami,čuog'giđ,stab,e,69.4229,27.8658,Saami
Skolt Saami,čuõʹǧǧeed,stab,e,68.8326,29.7204,Saami
Kildin Saami,čōhke,stab,e,68.2158,35.8348,Saami
Standard Finnish,pistää,stab,a,64.7628,25.5577,Finnic
Karelian Proper,pisteä,stab,a,65.1691,30.8655,Finnic
Veps,puskta,stab,b,60.3353,34.7865,Finnic
Ingrian,törɢäᴅä,stab,c,59.47403,29.71145,Finnic
Western Votic,pissemä,stab,a,NA,NA,Finnic
Western Votic,"torkkama, törkkämä",stab,c,NA,NA,Finnic
Standard Estonian,torgata,stab,c,58.55,25.82,Finnic
Võro South Estonian,ts'urkama ~ ts'orkama,stab,c,57.85,27,Finnic
Võro South Estonian,tsuskama,stab,g,57.85,27,Finnic
Courland Livonian,siskə,stab,d,NA,NA,Finnic
Erzya,pupams,stab,i,52.8548,45.3901,Mordvin
Erzya,śalgoms,stab,j,52.8548,45.3901,Mordvin
Meadow Mari,keram,stab,l,55.8307,48.405,Mari
Meadow Mari,šurem,stab,o,55.8307,48.405,Mari
Komi-Zyrian,bi̮č̣ki̮ni̮,stab,n,64.0527,54.946,Permic
Komi-Zyrian,suč̣ki̮ni̮,stab,m,64.0527,54.946,Permic
Komi-Permyak,tʹukńitni̮,stab,p,59.6602,54.7959,Permic
Komi-Permyak,tačkavni̮,stab,u,59.6602,54.7959,Permic
Udmurt,bi̮škalti̮ni̮,stab,n,56.12921,52.63548,Permic
Hungarian,szúr,stab,o,46.9068585714,19.6555271429,Ugric
Sosva Mansi,pēli,stab,q,NA,NA,Ugric
Sosva Mansi,puwti,stab,b,NA,NA,Ugric
Vakh-Vasyugan Khanty,pel-,stab,q,60.10378,79.873651,Ugric
Vakh-Vasyugan Khanty,poɣləm,stab,b,60.10378,79.873651,Ugric
Nganasan,nərudʹi,stab,v,73.1354,86.2106,Samoyed
Tundra Nenets,ŋetəcy°,stab,s,66.1775,71.0234,Samoyed
Selkup,suə̑ŋkə-,stab,t,65.7035,82.4441,Samoyed
South Saami,löönedh,borrow,m,62.8801,13.7006,Saami
South Saami,mïetedh,borrow,l,62.8801,13.7006,Saami
Ume Saami,luunat,borrow,m,64.6383,18.646,Saami
Pite Saami,lådnut,borrow,m,66.4011,17.4261,Saami
North Saami,luoikkahit,borrow,e,68.725,22.1113,Saami
Inari Saami,luoi'hattiđ,borrow,e,69.4229,27.8658,Saami
Skolt Saami,laiʹnn’jed,borrow,n,68.8326,29.7204,Saami
Skolt Saami,luõikkâd,borrow,e,68.8326,29.7204,Saami
Kildin Saami,lājjne,borrow,n,68.2158,35.8348,Saami
Standard Finnish,lainata,borrow,a,64.7628,25.5577,Finnic
Karelian Proper,otella,borrow,b,65.1691,30.8655,Finnic
Karelian Proper,ottoa laihinah,borrow,a,65.1691,30.8655,Finnic
Veps,otta velgha,borrow,c,60.3353,34.7865,Finnic
Ingrian,lainaᴅa,borrow,a,59.47403,29.71145,Finnic
Western Votic,лainama,borrow,a,NA,NA,Finnic
Standard Estonian,"laenata, laenu võtta, laenu saada",borrow,a,58.55,25.82,Finnic
Võro South Estonian,lainama,borrow,a,57.85,27,Finnic
Courland Livonian,laìnə,borrow,a,NA,NA,Finnic
Courland Livonian,täppìńtʹtʹə,borrow,d,NA,NA,Finnic
Erzya,sajems velʹatomga,borrow,f,52.8548,45.3901,Mordvin
Meadow Mari,"küsə̑lem, küsə̑n nalam",borrow,i,55.8307,48.405,Mari
Komi-Zyrian,uǯdi̮ni̮,borrow,g,64.0527,54.946,Permic
Komi-Permyak,"oʒ́e̮savni̮, oʒ́e̮stni̮",borrow,g,59.6602,54.7959,Permic
Udmurt,punemani̮,borrow,j,56.12921,52.63548,Permic
Hungarian,"kölcsönöz, kölcsönvesz",borrow,h,46.9068585714,19.6555271429,Ugric
Sosva Mansi,[Form not found],borrow,?,NA,NA,Ugric
Vakh-Vasyugan Khanty,[Form not found],borrow,?,60.10378,79.873651,Ugric
Nganasan,ətīˀtəsi̮,borrow,o,73.1354,86.2106,Samoyed
Tundra Nenets,[Form not found],borrow,?,66.1775,71.0234,Samoyed
Selkup,səjmi-,borrow,k,65.7035,82.4441,Samoyed
South Saami,lïeredh,teach,l,62.8801,13.7006,Saami
Ume Saami,hä̀rjahtit,teach,b,64.6383,18.646,Saami
Pite Saami,åhpådit,teach,m,66.4011,17.4261,Saami
Pite Saami,leradit,teach,l,66.4011,17.4261,Saami
North Saami,oahpahit,teach,m,68.725,22.1113,Saami
Inari Saami,mááttááttiđ,teach,c,69.4229,27.8658,Saami
Inari Saami,škovliđ,teach,j,69.4229,27.8658,Saami
Skolt Saami,mätt’ted,teach,c,68.8326,29.7204,Saami
Skolt Saami,vuäʹpsted ~ vuäʹppsted,teach,m,68.8326,29.7204,Saami
Kildin Saami,māt’xe,teach,c,68.2158,35.8348,Saami
Standard Finnish,opettaa,teach,a,64.7628,25.5577,Finnic
Karelian Proper,opastoa,teach,a,65.1691,30.8655,Finnic
Veps,opeta,teach,a,60.3353,34.7865,Finnic
Ingrian,oʙettā,teach,a,59.47403,29.71145,Finnic
Ingrian,skoulaᴅa,teach,j,59.47403,29.71145,Finnic
Western Votic,škouлama,teach,j,NA,NA,Finnic
Standard Estonian,õpetada,teach,a,58.55,25.82,Finnic
Võro South Estonian,oppama,teach,a,57.85,27,Finnic
